link_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes
136,1542,21,1,1142.99,1,90,99999,connector,0,"LINESTRING (-111.8933018 33.3350242, -111.90239318761725 33.34195030578041)",,1,0,0,0.15,4,1,0.71,55.0,55.0,0.76,,,,
137,19,1576,1,1531.66,1,90,99999,connector,0,"LINESTRING (-111.95755716199281 33.35512991305016, -111.9724082 33.3491824)",,1,0,0,0.15,4,1,0.95,55.0,55.0,1.02,,,,
138,1576,19,1,1531.66,1,90,99999,connector,0,"LINESTRING (-111.9724082 33.3491824, -111.95755716199281 33.35512991305016)",,1,0,0,0.15,4,1,0.95,55.0,55.0,1.02,,,,
139,18,1581,1,2196.57,1,90,99999,connector,0,"LINESTRING (-111.95037420562639 33.34187027809689, -111.9724062 33.3489625)",,1,0,0,0.15,4,1,1.37,55.0,55.0,1.46,,,,
140,1581,18,1,2196.57,1,90,99999,connector,0,"LINESTRING (-111.9724062 33.3489625, -111.95037420562639 33.34187027809689)",,1,0,0,0.15,4,1,1.37,55.0,55.0,1.46,,,,
141,17,1680,1,1173.19,1,90,99999,connector,0,"LINESTRING (-111.90279797102626 33.35649140422487, -111.893373 33.3494681)",,1,0,0,0.15,4,1,0.73,55.0,55.0,0.78,,,,
142,1680,17,1,1173.19,1,90,99999,connector,0,"LINESTRING (-111.893373 33.3494681, -111.90279797102626 33.35649140422487)",,1,0,0,0.15,4,1,0.73,55.0,55.0,0.78,,,,
143,29,1683,1,595.81,1,90,99999,connector,0,"LINESTRING (-111.93495354158652 33.45534497481158, -111.9385826 33.4509174)",,1,0,0,0.15,4,1,0.37,55.0,55.0,0.4,,,,
144,1683,29,1,595.81,1,90,99999,connector,0,"LINESTRING (-111.9385826 33.4509174, -111.93495354158652 33.45534497481158)",,1,0,0,0.15,4,1,0.37,55.0,55.0,0.4,,,,
145,25,1791,1,314.89,1,90,99999,connector,0,"LINESTRING (-111.88681356806566 33.41709433318095, -111.884922 33.4147397)",,1,0,0,0.15,4,1,0.2,55.0,55.0,0.21,,,,
146,1791,25,1,314.89,1,90,99999,connector,0,"LINESTRING (-111.884922 33.4147397, -111.88681356806566 33.41709433318095)",,1,0,0,0.15,4,1,0.2,55.0,55.0,0.21,,,,
147,30,1811,1,406.65,1,90,99999,connector,0,"LINESTRING (-111.88683839824672 33.42741013677896, -111.890533 33.4293712)",,1,0,0,0.15,4,1,0.25,55.0,55.0,0.27,,,,
148,1811,30,1,406.65,1,90,99999,connector,0,"LINESTRING (-111.890533 33.4293712, -111.88683839824672 33.42741013677896)",,1,0,0,0.15,4,1,0.25,55.0,55.0,0.27,,,,
149,30,1822,1,216.74,1,90,99999,connector,0,"LINESTRING (-111.88683839824672 33.42741013677896, -111.8864941 33.4293429)",,1,0,0,0.15,4,1,0.13,55.0,55.0,0.14,,,,
150,1822,30,1,216.74,1,90,99999,connector,0,"LINESTRING (-111.8864941 33.4293429, -111.88683839824672 33.42741013677896)",,1,0,0,0.15,4,1,0.13,55.0,55.0,0.14,,,,
151,9,1884,1,759.92,1,90,99999,connector,0,"LINESTRING (-111.8886884054658 33.384501451790044, -111.8927174 33.3785416)",,1,0,0,0.15,4,1,0.47,55.0,55.0,0.51,,,,
152,1884,9,1,759.92,1,90,99999,connector,0,"LINESTRING (-111.8927174 33.3785416, -111.8886884054658 33.384501451790044)",,1,0,0,0.15,4,1,0.47,55.0,55.0,0.51,,,,
153,29,1946,1,958.0,1,90,99999,connector,0,"LINESTRING (-111.93495354158652 33.45534497481158, -111.9258842 33.4512451)",,1,0,0,0.15,4,1,0.6,55.0,55.0,0.64,,,,
154,1946,29,1,958.0,1,90,99999,connector,0,"LINESTRING (-111.9258842 33.4512451, -111.93495354158652 33.45534497481158)",,1,0,0,0.15,4,1,0.6,55.0,55.0,0.64,,,,
155,29,1954,1,879.31,1,90,99999,connector,0,"LINESTRING (-111.93495354158652 33.45534497481158, -111.926268 33.4584832)",,1,0,0,0.15,4,1,0.55,55.0,55.0,0.59,,,,
156,1954,29,1,879.31,1,90,99999,connector,0,"LINESTRING (-111.926268 33.4584832, -111.93495354158652 33.45534497481158)",,1,0,0,0.15,4,1,0.55,55.0,55.0,0.59,,,,
157,19,1961,1,956.51,1,90,99999,connector,0,"LINESTRING (-111.95755716199281 33.35512991305016, -111.9565254 33.3637105)",,1,0,0,0.15,4,1,0.59,55.0,55.0,0.64,,,,
158,1961,19,1,956.51,1,90,99999,connector,0,"LINESTRING (-111.9565254 33.3637105, -111.95755716199281 33.35512991305016)",,1,0,0,0.15,4,1,0.59,55.0,55.0,0.64,,,,
159,23,2124,1,1280.98,1,90,99999,connector,0,"LINESTRING (-111.91136650374384 33.433452944116105, -111.9246496 33.4365124)",,1,0,0,0.15,4,1,0.8,55.0,55.0,0.85,,,,
160,2124,23,1,1280.98,1,90,99999,connector,0,"LINESTRING (-111.9246496 33.4365124, -111.91136650374384 33.433452944116105)",,1,0,0,0.15,4,1,0.8,55.0,55.0,0.85,,,,
161,6,2157,1,1080.7,1,90,99999,connector,0,"LINESTRING (-111.97147327426742 33.38599231190118, -111.978418 33.3781822)",,1,0,0,0.15,4,1,0.67,55.0,55.0,0.72,,,,
162,2157,6,1,1080.7,1,90,99999,connector,0,"LINESTRING (-111.978418 33.3781822, -111.97147327426742 33.38599231190118)",,1,0,0,0.15,4,1,0.67,55.0,55.0,0.72,,,,
163,6,2158,1,1049.09,1,90,99999,connector,0,"LINESTRING (-111.97147327426742 33.38599231190118, -111.9793518 33.3927591)",,1,0,0,0.15,4,1,0.65,55.0,55.0,0.7,,,,
164,2158,6,1,1049.09,1,90,99999,connector,0,"LINESTRING (-111.9793518 33.3927591, -111.97147327426742 33.38599231190118)",,1,0,0,0.15,4,1,0.65,55.0,55.0,0.7,,,,
165,6,2168,1,929.39,1,90,99999,connector,0,"LINESTRING (-111.97147327426742 33.38599231190118, -111.9783602 33.3920619)",,1,0,0,0.15,4,1,0.58,55.0,55.0,0.62,,,,
166,2168,6,1,929.39,1,90,99999,connector,0,"LINESTRING (-111.9783602 33.3920619, -111.97147327426742 33.38599231190118)",,1,0,0,0.15,4,1,0.58,55.0,55.0,0.62,,,,
167,8,2185,1,1057.47,1,90,99999,connector,0,"LINESTRING (-111.97327504107547 33.40084275258209, -111.9784362 33.4093378)",,1,0,0,0.15,4,1,0.66,55.0,55.0,0.7,,,,
168,2185,8,1,1057.47,1,90,99999,connector,0,"LINESTRING (-111.9784362 33.4093378, -111.97327504107547 33.40084275258209)",,1,0,0,0.15,4,1,0.66,55.0,55.0,0.7,,,,
169,38,2215,1,1483.53,1,90,99999,connector,0,"LINESTRING (-111.94240830800949 33.442680959325, -111.9562859 33.4492811)",,1,0,0,0.15,4,1,0.92,55.0,55.0,0.99,,,,
170,2215,38,1,1483.53,1,90,99999,connector,0,"LINESTRING (-111.9562859 33.4492811, -111.94240830800949 33.442680959325)",,1,0,0,0.15,4,1,0.92,55.0,55.0,0.99,,,,
171,38,2220,1,1473.08,1,90,99999,connector,0,"LINESTRING (-111.94240830800949 33.442680959325, -111.9561241 33.4493284)",,1,0,0,0.15,4,1,0.92,55.0,55.0,0.98,,,,
172,2220,38,1,1473.08,1,90,99999,connector,0,"LINESTRING (-111.9561241 33.4493284, -111.94240830800949 33.442680959325)",,1,0,0,0.15,4,1,0.92,55.0,55.0,0.98,,,,
173,43,2228,1,626.55,1,90,99999,connector,0,"LINESTRING (-111.88676226234159 33.39434670411653, -111.8802129 33.3930312)",,1,0,0,0.15,4,1,0.39,55.0,55.0,0.42,,,,
174,2228,43,1,626.55,1,90,99999,connector,0,"LINESTRING (-111.8802129 33.3930312, -111.88676226234159 33.39434670411653)",,1,0,0,0.15,4,1,0.39,55.0,55.0,0.42,,,,
175,8,2229,1,893.42,1,90,99999,connector,0,"LINESTRING (-111.97327504107547 33.40084275258209, -111.978976 33.4073253)",,1,0,0,0.15,4,1,0.56,55.0,55.0,0.6,,,,
176,2229,8,1,893.42,1,90,99999,connector,0,"LINESTRING (-111.978976 33.4073253, -111.97327504107547 33.40084275258209)",,1,0,0,0.15,4,1,0.56,55.0,55.0,0.6,,,,
177,18,2231,1,2068.39,1,90,99999,connector,0,"LINESTRING (-111.95037420562639 33.34187027809689, -111.9723774 33.3444649)",,1,0,0,0.15,4,1,1.29,55.0,55.0,1.38,,,,
178,2231,18,1,2068.39,1,90,99999,connector,0,"LINESTRING (-111.9723774 33.3444649, -111.95037420562639 33.34187027809689)",,1,0,0,0.15,4,1,1.29,55.0,55.0,1.38,,,,
179,2,2250,1,1162.26,1,90,99999,connector,0,"LINESTRING (-111.92234488535459 33.32935351748038, -111.928108 33.3200579)",,1,0,0,0.15,4,1,0.72,55.0,55.0,0.77,,,,
180,2250,2,1,1162.26,1,90,99999,connector,0,"LINESTRING (-111.928108 33.3200579, -111.92234488535459 33.32935351748038)",,1,0,0,0.15,4,1,0.72,55.0,55.0,0.77,,,,
181,39,2280,1,1344.85,1,90,99999,connector,0,"LINESTRING (-111.9525185541581 33.4292177099346, -111.9615192 33.4387085)",,1,0,0,0.15,4,1,0.84,55.0,55.0,0.9,,,,
182,2280,39,1,1344.85,1,90,99999,connector,0,"LINESTRING (-111.9615192 33.4387085, -111.9525185541581 33.4292177099346)",,1,0,0,0.15,4,1,0.84,55.0,55.0,0.9,,,,
183,15,2285,1,827.48,1,90,99999,connector,0,"LINESTRING (-111.90234525424631 33.371047113918, -111.8936528 33.3726188)",,1,0,0,0.15,4,1,0.51,55.0,55.0,0.55,,,,
184,2285,15,1,827.48,1,90,99999,connector,0,"LINESTRING (-111.8936528 33.3726188, -111.90234525424631 33.371047113918)",,1,0,0,0.15,4,1,0.51,55.0,55.0,0.55,,,,
185,15,2297,1,941.15,1,90,99999,connector,0,"LINESTRING (-111.90234525424631 33.371047113918, -111.8939342 33.3663356)",,1,0,0,0.15,4,1,0.58,55.0,55.0,0.63,,,,
186,2297,15,1,941.15,1,90,99999,connector,0,"LINESTRING (-111.8939342 33.3663356, -111.90234525424631 33.371047113918)",,1,0,0,0.15,4,1,0.58,55.0,55.0,0.63,,,,
187,9,2298,1,636.44,1,90,99999,connector,0,"LINESTRING (-111.8886884054658 33.384501451790044, -111.8928901 33.3799735)",,1,0,0,0.15,4,1,0.4,55.0,55.0,0.42,,,,
188,2298,9,1,636.44,1,90,99999,connector,0,"LINESTRING (-111.8928901 33.3799735, -111.8886884054658 33.384501451790044)",,1,0,0,0.15,4,1,0.4,55.0,55.0,0.42,,,,
189,7,2302,1,773.05,1,90,99999,connector,0,"LINESTRING (-111.96462995434977 33.382844063374215, -111.9681497 33.3765305)",,1,0,0,0.15,4,1,0.48,55.0,55.0,0.52,,,,
190,2302,7,1,773.05,1,90,99999,connector,0,"LINESTRING (-111.9681497 33.3765305, -111.96462995434977 33.382844063374215)",,1,0,0,0.15,4,1,0.48,55.0,55.0,0.52,,,,
191,17,2310,1,805.86,1,90,99999,connector,0,"LINESTRING (-111.90279797102626 33.35649140422487, -111.894209 33.3574079)",,1,0,0,0.15,4,1,0.5,55.0,55.0,0.54,,,,
192,2310,17,1,805.86,1,90,99999,connector,0,"LINESTRING (-111.894209 33.3574079, -111.90279797102626 33.35649140422487)",,1,0,0,0.15,4,1,0.5,55.0,55.0,0.54,,,,
193,21,2312,1,859.89,1,90,99999,connector,0,"LINESTRING (-111.90239318761725 33.34195030578041, -111.8932413 33.3430014)",,1,0,0,0.15,4,1,0.53,55.0,55.0,0.57,,,,
194,2312,21,1,859.89,1,90,99999,connector,0,"LINESTRING (-111.8932413 33.3430014, -111.90239318761725 33.34195030578041)",,1,0,0,0.15,4,1,0.53,55.0,55.0,0.57,,,,
195,21,2314,1,832.07,1,90,99999,connector,0,"LINESTRING (-111.90239318761725 33.34195030578041, -111.89358 33.3432013)",,1,0,0,0.15,4,1,0.52,55.0,55.0,0.55,,,,
196,2314,21,1,832.07,1,90,99999,connector,0,"LINESTRING (-111.89358 33.3432013, -111.90239318761725 33.34195030578041)",,1,0,0,0.15,4,1,0.52,55.0,55.0,0.55,,,,
197,29,2352,1,1948.12,1,90,99999,connector,0,"LINESTRING (-111.93495354158652 33.45534497481158, -111.9145744 33.4512598)",,1,0,0,0.15,4,1,1.21,55.0,55.0,1.3,,,,
198,2352,29,1,1948.12,1,90,99999,connector,0,"LINESTRING (-111.9145744 33.4512598, -111.93495354158652 33.45534497481158)",,1,0,0,0.15,4,1,1.21,55.0,55.0,1.3,,,,
199,23,2353,1,479.91,1,90,99999,connector,0,"LINESTRING (-111.91136650374384 33.433452944116105, -111.9096107 33.4375218)",,1,0,0,0.15,4,1,0.3,55.0,55.0,0.32,,,,
200,2353,23,1,479.91,1,90,99999,connector,0,"LINESTRING (-111.9096107 33.4375218, -111.91136650374384 33.433452944116105)",,1,0,0,0.15,4,1,0.3,55.0,55.0,0.32,,,,
201,23,2507,1,1228.18,1,90,99999,connector,0,"LINESTRING (-111.91136650374384 33.433452944116105, -111.9176682 33.4237215)",,1,0,0,0.15,4,1,0.76,55.0,55.0,0.82,,,,
202,2507,23,1,1228.18,1,90,99999,connector,0,"LINESTRING (-111.9176682 33.4237215, -111.91136650374384 33.433452944116105)",,1,0,0,0.15,4,1,0.76,55.0,55.0,0.82,,,,
203,22,2515,1,1040.26,1,90,99999,connector,0,"LINESTRING (-111.95295068566995 33.371701867041224, -111.9631805 33.3754835)",,1,0,0,0.15,4,1,0.65,55.0,55.0,0.69,,,,
204,2515,22,1,1040.26,1,90,99999,connector,0,"LINESTRING (-111.9631805 33.3754835, -111.95295068566995 33.371701867041224)",,1,0,0,0.15,4,1,0.65,55.0,55.0,0.69,,,,
205,27,2527,1,198.98,1,90,99999,connector,0,"LINESTRING (-111.90044918598994 33.38584380493845, -111.9005981 33.3840541)",,1,0,0,0.15,4,1,0.12,55.0,55.0,0.13,,,,
206,2527,27,1,198.98,1,90,99999,connector,0,"LINESTRING (-111.9005981 33.3840541, -111.90044918598994 33.38584380493845)",,1,0,0,0.15,4,1,0.12,55.0,55.0,0.13,,,,
207,29,2596,1,1646.23,1,90,99999,connector,0,"LINESTRING (-111.93495354158652 33.45534497481158, -111.917927 33.4512709)",,1,0,0,0.15,4,1,1.02,55.0,55.0,1.1,,,,
208,2596,29,1,1646.23,1,90,99999,connector,0,"LINESTRING (-111.917927 33.4512709, -111.93495354158652 33.45534497481158)",,1,0,0,0.15,4,1,1.02,55.0,55.0,1.1,,,,
209,29,2613,1,537.98,1,90,99999,connector,0,"LINESTRING (-111.93495354158652 33.45534497481158, -111.9395699 33.4582697)",,1,0,0,0.15,4,1,0.33,55.0,55.0,0.36,,,,
210,2613,29,1,537.98,1,90,99999,connector,0,"LINESTRING (-111.9395699 33.4582697, -111.93495354158652 33.45534497481158)",,1,0,0,0.15,4,1,0.33,55.0,55.0,0.36,,,,
211,29,2614,1,343.81,1,90,99999,connector,0,"LINESTRING (-111.93495354158652 33.45534497481158, -111.9350129 33.4584444)",,1,0,0,0.15,4,1,0.21,55.0,55.0,0.23,,,,
212,2614,29,1,343.81,1,90,99999,connector,0,"LINESTRING (-111.9350129 33.4584444, -111.93495354158652 33.45534497481158)",,1,0,0,0.15,4,1,0.21,55.0,55.0,0.23,,,,
213,8,2619,1,543.74,1,90,99999,connector,0,"LINESTRING (-111.97327504107547 33.40084275258209, -111.979025 33.3999631)",,1,0,0,0.15,4,1,0.34,55.0,55.0,0.36,,,,
214,2619,8,1,543.74,1,90,99999,connector,0,"LINESTRING (-111.979025 33.3999631, -111.97327504107547 33.40084275258209)",,1,0,0,0.15,4,1,0.34,55.0,55.0,0.36,,,,
215,23,2649,1,1328.68,1,90,99999,connector,0,"LINESTRING (-111.91136650374384 33.433452944116105, -111.9004705 33.4257042)",,1,0,0,0.15,4,1,0.83,55.0,55.0,0.89,,,,
216,2649,23,1,1328.68,1,90,99999,connector,0,"LINESTRING (-111.9004705 33.4257042, -111.91136650374384 33.433452944116105)",,1,0,0,0.15,4,1,0.83,55.0,55.0,0.89,,,,
217,4,2650,1,990.9,1,90,99999,connector,0,"LINESTRING (-111.96854061981801 33.41865076566256, -111.9784365 33.4219607)",,1,0,0,0.15,4,1,0.62,55.0,55.0,0.66,,,,
218,2650,4,1,990.9,1,90,99999,connector,0,"LINESTRING (-111.9784365 33.4219607, -111.96854061981801 33.41865076566256)",,1,0,0,0.15,4,1,0.62,55.0,55.0,0.66,,,,
219,21,2658,1,2166.0,1,90,99999,connector,0,"LINESTRING (-111.90239318761725 33.34195030578041, -111.8943488 33.3236256)",,1,0,0,0.15,4,1,1.35,55.0,55.0,1.44,,,,
220,2658,21,1,2166.0,1,90,99999,connector,0,"LINESTRING (-111.8943488 33.3236256, -111.90239318761725 33.34195030578041)",,1,0,0,0.15,4,1,1.35,55.0,55.0,1.44,,,,
221,17,2660,1,1087.8,1,90,99999,connector,0,"LINESTRING (-111.90279797102626 33.35649140422487, -111.8933336 33.3507374)",,1,0,0,0.15,4,1,0.68,55.0,55.0,0.73,,,,
222,2660,17,1,1087.8,1,90,99999,connector,0,"LINESTRING (-111.8933336 33.3507374, -111.90279797102626 33.35649140422487)",,1,0,0,0.15,4,1,0.68,55.0,55.0,0.73,,,,
223,17,2662,1,845.21,1,90,99999,connector,0,"LINESTRING (-111.90279797102626 33.35649140422487, -111.8939011 33.358018)",,1,0,0,0.15,4,1,0.53,55.0,55.0,0.56,,,,
224,2662,17,1,845.21,1,90,99999,connector,0,"LINESTRING (-111.8939011 33.358018, -111.90279797102626 33.35649140422487)",,1,0,0,0.15,4,1,0.53,55.0,55.0,0.56,,,,
225,17,2663,1,1094.71,1,90,99999,connector,0,"LINESTRING (-111.90279797102626 33.35649140422487, -111.8932327 33.3507484)",,1,0,0,0.15,4,1,0.68,55.0,55.0,0.73,,,,
226,2663,17,1,1094.71,1,90,99999,connector,0,"LINESTRING (-111.8932327 33.3507484, -111.90279797102626 33.35649140422487)",,1,0,0,0.15,4,1,0.68,55.0,55.0,0.73,,,,
227,9,2674,1,715.66,1,90,99999,connector,0,"LINESTRING (-111.8886884054658 33.384501451790044, -111.8924412 33.3788691)",,1,0,0,0.15,4,1,0.44,55.0,55.0,0.48,,,,
228,2674,9,1,715.66,1,90,99999,connector,0,"LINESTRING (-111.8924412 33.3788691, -111.8886884054658 33.384501451790044)",,1,0,0,0.15,4,1,0.44,55.0,55.0,0.48,,,,
229,43,2678,1,1460.32,1,90,99999,connector,0,"LINESTRING (-111.88676226234159 33.39434670411653, -111.8884441 33.4074374)",,1,0,0,0.15,4,1,0.91,55.0,55.0,0.97,,,,
230,2678,43,1,1460.32,1,90,99999,connector,0,"LINESTRING (-111.8884441 33.4074374, -111.88676226234159 33.39434670411653)",,1,0,0,0.15,4,1,0.91,55.0,55.0,0.97,,,,
231,7,2689,1,988.28,1,90,99999,connector,0,"LINESTRING (-111.96462995434977 33.382844063374215, -111.9683747 33.3745058)",,1,0,0,0.15,4,1,0.61,55.0,55.0,0.66,,,,
232,2689,7,1,988.28,1,90,99999,connector,0,"LINESTRING (-111.9683747 33.3745058, -111.96462995434977 33.382844063374215)",,1,0,0,0.15,4,1,0.61,55.0,55.0,0.66,,,,
233,39,2690,1,1359.64,1,90,99999,connector,0,"LINESTRING (-111.9525185541581 33.4292177099346, -111.9628108 33.4379245)",,1,0,0,0.15,4,1,0.85,55.0,55.0,0.91,,,,
234,2690,39,1,1359.64,1,90,99999,connector,0,"LINESTRING (-111.9628108 33.4379245, -111.9525185541581 33.4292177099346)",,1,0,0,0.15,4,1,0.85,55.0,55.0,0.91,,,,
235,12,2700,1,877.42,1,90,99999,connector,0,"LINESTRING (-111.93502429906005 33.38922761939677, -111.9436696 33.3923882)",,1,0,0,0.15,4,1,0.55,55.0,55.0,0.58,,,,
236,2700,12,1,877.42,1,90,99999,connector,0,"LINESTRING (-111.9436696 33.3923882, -111.93502429906005 33.38922761939677)",,1,0,0,0.15,4,1,0.55,55.0,55.0,0.58,,,,
237,29,2706,1,1317.57,1,90,99999,connector,0,"LINESTRING (-111.93495354158652 33.45534497481158, -111.9305253 33.4666296)",,1,0,0,0.15,4,1,0.82,55.0,55.0,0.88,,,,
238,2706,29,1,1317.57,1,90,99999,connector,0,"LINESTRING (-111.9305253 33.4666296, -111.93495354158652 33.45534497481158)",,1,0,0,0.15,4,1,0.82,55.0,55.0,0.88,,,,
239,9,2722,1,1268.58,1,90,99999,connector,0,"LINESTRING (-111.8886884054658 33.384501451790044, -111.8751613 33.385931)",,1,0,0,0.15,4,1,0.79,55.0,55.0,0.85,,,,
240,2722,9,1,1268.58,1,90,99999,connector,0,"LINESTRING (-111.8751613 33.385931, -111.8886884054658 33.384501451790044)",,1,0,0,0.15,4,1,0.79,55.0,55.0,0.85,,,,
241,10,2725,1,959.51,1,90,99999,connector,0,"LINESTRING (-111.93623000381992 33.41263157306175, -111.9265017 33.4097547)",,1,0,0,0.15,4,1,0.6,55.0,55.0,0.64,,,,
242,2725,10,1,959.51,1,90,99999,connector,0,"LINESTRING (-111.9265017 33.4097547, -111.93623000381992 33.41263157306175)",,1,0,0,0.15,4,1,0.6,55.0,55.0,0.64,,,,
243,2,2731,1,2179.02,1,90,99999,connector,0,"LINESTRING (-111.92234488535459 33.32935351748038, -111.9456073 33.327198)",,1,0,0,0.15,4,1,1.35,55.0,55.0,1.45,,,,
244,2731,2,1,2179.02,1,90,99999,connector,0,"LINESTRING (-111.9456073 33.327198, -111.92234488535459 33.32935351748038)",,1,0,0,0.15,4,1,1.35,55.0,55.0,1.45,,,,
245,4,2742,1,2012.83,1,90,99999,connector,0,"LINESTRING (-111.96854061981801 33.41865076566256, -111.9785185 33.4347551)",,1,0,0,0.15,4,1,1.25,55.0,55.0,1.34,,,,
246,2742,4,1,2012.83,1,90,99999,connector,0,"LINESTRING (-111.9785185 33.4347551, -111.96854061981801 33.41865076566256)",,1,0,0,0.15,4,1,1.25,55.0,55.0,1.34,,,,
247,30,2753,1,1209.61,1,90,99999,connector,0,"LINESTRING (-111.88683839824672 33.42741013677896, -111.8962367 33.4349496)",,1,0,0,0.15,4,1,0.75,55.0,55.0,0.81,,,,
248,2753,30,1,1209.61,1,90,99999,connector,0,"LINESTRING (-111.8962367 33.4349496, -111.88683839824672 33.42741013677896)",,1,0,0,0.15,4,1,0.75,55.0,55.0,0.81,,,,
249,1,2760,1,1363.04,1,90,99999,connector,0,"LINESTRING (-111.95857402769855 33.32929064666485, -111.9720876 33.3245642)",,1,0,0,0.15,4,1,0.85,55.0,55.0,0.91,,,,
250,2760,1,1,1363.04,1,90,99999,connector,0,"LINESTRING (-111.9720876 33.3245642, -111.95857402769855 33.32929064666485)",,1,0,0,0.15,4,1,0.85,55.0,55.0,0.91,,,,
251,19,2765,1,756.36,1,90,99999,connector,0,"LINESTRING (-111.95755716199281 33.35512991305016, -111.9631602 33.3600693)",,1,0,0,0.15,4,1,0.47,55.0,55.0,0.5,,,,
252,2765,19,1,756.36,1,90,99999,connector,0,"LINESTRING (-111.9631602 33.3600693, -111.95755716199281 33.35512991305016)",,1,0,0,0.15,4,1,0.47,55.0,55.0,0.5,,,,
253,23,2781,1,1122.18,1,90,99999,connector,0,"LINESTRING (-111.91136650374384 33.433452944116105, -111.9004556 33.4291314)",,1,0,0,0.15,4,1,0.7,55.0,55.0,0.75,,,,
254,2781,23,1,1122.18,1,90,99999,connector,0,"LINESTRING (-111.9004556 33.4291314, -111.91136650374384 33.433452944116105)",,1,0,0,0.15,4,1,0.7,55.0,55.0,0.75,,,,
255,24,2790,1,831.44,1,90,99999,connector,0,"LINESTRING (-111.93492019536656 33.428841316637474, -111.9305883 33.435399)",,1,0,0,0.15,4,1,0.52,55.0,55.0,0.55,,,,
256,2790,24,1,831.44,1,90,99999,connector,0,"LINESTRING (-111.9305883 33.435399, -111.93492019536656 33.428841316637474)",,1,0,0,0.15,4,1,0.52,55.0,55.0,0.55,,,,
257,23,2791,1,427.01,1,90,99999,connector,0,"LINESTRING (-111.91136650374384 33.433452944116105, -111.9096123 33.4370109)",,1,0,0,0.15,4,1,0.27,55.0,55.0,0.28,,,,
258,2791,23,1,427.01,1,90,99999,connector,0,"LINESTRING (-111.9096123 33.4370109, -111.91136650374384 33.433452944116105)",,1,0,0,0.15,4,1,0.27,55.0,55.0,0.28,,,,
259,4,2797,1,963.45,1,90,99999,connector,0,"LINESTRING (-111.96854061981801 33.41865076566256, -111.9785607 33.4208538)",,1,0,0,0.15,4,1,0.6,55.0,55.0,0.64,,,,
260,2797,4,1,963.45,1,90,99999,connector,0,"LINESTRING (-111.9785607 33.4208538, -111.96854061981801 33.41865076566256)",,1,0,0,0.15,4,1,0.6,55.0,55.0,0.64,,,,
261,19,2801,1,1282.44,1,90,99999,connector,0,"LINESTRING (-111.95755716199281 33.35512991305016, -111.9695209 33.3608659)",,1,0,0,0.15,4,1,0.8,55.0,55.0,0.85,,,,
262,2801,19,1,1282.44,1,90,99999,connector,0,"LINESTRING (-111.9695209 33.3608659, -111.95755716199281 33.35512991305016)",,1,0,0,0.15,4,1,0.8,55.0,55.0,0.85,,,,
263,8,2831,1,1439.12,1,90,99999,connector,0,"LINESTRING (-111.97327504107547 33.40084275258209, -111.9833808 33.4106672)",,1,0,0,0.15,4,1,0.89,55.0,55.0,0.96,,,,
264,2831,8,1,1439.12,1,90,99999,connector,0,"LINESTRING (-111.9833808 33.4106672, -111.97327504107547 33.40084275258209)",,1,0,0,0.15,4,1,0.89,55.0,55.0,0.96,,,,
265,39,2835,1,593.85,1,90,99999,connector,0,"LINESTRING (-111.9525185541581 33.4292177099346, -111.9589008 33.4290435)",,1,0,0,0.15,4,1,0.37,55.0,55.0,0.4,,,,
266,2835,39,1,593.85,1,90,99999,connector,0,"LINESTRING (-111.9589008 33.4290435, -111.9525185541581 33.4292177099346)",,1,0,0,0.15,4,1,0.37,55.0,55.0,0.4,,,,
267,4,2836,1,924.92,1,90,99999,connector,0,"LINESTRING (-111.96854061981801 33.41865076566256, -111.9784652 33.4191768)",,1,0,0,0.15,4,1,0.57,55.0,55.0,0.62,,,,
268,2836,4,1,924.92,1,90,99999,connector,0,"LINESTRING (-111.9784652 33.4191768, -111.96854061981801 33.41865076566256)",,1,0,0,0.15,4,1,0.57,55.0,55.0,0.62,,,,
269,8,2840,1,1398.0,1,90,99999,connector,0,"LINESTRING (-111.97327504107547 33.40084275258209, -111.9814596 33.4114142)",,1,0,0,0.15,4,1,0.87,55.0,55.0,0.93,,,,
270,2840,8,1,1398.0,1,90,99999,connector,0,"LINESTRING (-111.9814596 33.4114142, -111.97327504107547 33.40084275258209)",,1,0,0,0.15,4,1,0.87,55.0,55.0,0.93,,,,
271,3,2760,1,2227.5,1,90,99999,connector,0,"LINESTRING (-111.94838873006022 33.32731187952501, -111.9720876 33.3245642)",,1,0,0,0.15,4,1,1.38,55.0,55.0,1.48,,,,
272,2760,3,1,2227.5,1,90,99999,connector,0,"LINESTRING (-111.9720876 33.3245642, -111.94838873006022 33.32731187952501)",,1,0,0,0.15,4,1,1.38,55.0,55.0,1.48,,,,
273,11,847,1,898.05,1,90,99999,connector,0,"LINESTRING (-111.93554156226384 33.38198489716801, -111.926596 33.3850249)",,1,0,0,0.15,4,1,0.56,55.0,55.0,0.6,,,,
274,847,11,1,898.05,1,90,99999,connector,0,"LINESTRING (-111.926596 33.3850249, -111.93554156226384 33.38198489716801)",,1,0,0,0.15,4,1,0.56,55.0,55.0,0.6,,,,
