link_id,name,osm_way_id,from_node_id,to_node_id,directed,geometry,dir_flag,length,facility_type,link_type,free_speed,lanes,capacity,allowed_uses,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes,is_link,link_type_name,from_biway
1295,North Scottsdale Road,436942378,834,423,1,"LINESTRING (-111.9262931 33.4294787, -111.9262879 33.429842)",1,40.4,primary,3,56,3,5400,drive,0,0.15,4,1,0.03,35.0,35.0,0.04,,,,,,,
1296,North Scottsdale Road,264834599,834,833,1,"LINESTRING (-111.9262931 33.4294787, -111.9262855 33.4290006)",1,53.17,primary,3,56,4,7200,drive,0,0.15,4,1,0.03,35.0,35.0,0.06,,,,,,,
1297,South Rural Road,264834600,835,836,1,"LINESTRING (-111.9263865 33.4240145, -111.9263882 33.4238834)",1,14.58,primary,3,56,4,7200,drive,0,0.15,4,1,0.01,35.0,35.0,0.02,,,,,,,
1298,South Rural Road,264834600,836,837,1,"LINESTRING (-111.9263882 33.4238834, -111.9263824 33.4233419)",1,60.21,primary,3,56,4,7200,drive,0,0.15,4,1,0.04,35.0,35.0,0.06,,,,,,,
1299,,264834603,836,838,1,"LINESTRING (-111.9263882 33.4238834, -111.9263338 33.4238166, -111.9263051 33.4237541, -111.9263051 33.4234101, -111.9262922 33.4233833, -111.926273 33.4233624, -111.9262287 33.4233394)",1,65.66,primary,3,80,1,1800,drive,0,0.15,4,1,0.04,50.0,50.0,0.05,,,,,,,
1300,South Rural Road,1048412598,837,2783,1,"LINESTRING (-111.9263824 33.4233419, -111.9263933 33.4228923)",1,50.0,primary,3,56,3,5400,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1301,,264834603,838,839,1,"LINESTRING (-111.9262287 33.4233394, -111.9261044 33.4233397, -111.9258887 33.4233401)",1,31.55,primary,3,80,1,1800,drive,0,0.15,4,1,0.02,50.0,50.0,0.02,,,,,,,
1302,South Rural Road,533371300,838,2230,1,"LINESTRING (-111.9262287 33.4233394, -111.9262251 33.4237605)",1,46.83,primary,3,56,3,5400,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1303,,439081931,839,2230,1,"LINESTRING (-111.9258887 33.4233401, -111.926043 33.4233958, -111.9261044 33.4234305, -111.926124 33.4234469, -111.9261411 33.4234867, -111.9261565 33.4235246, -111.9262251 33.4237605)",1,61.2,primary,3,80,1,1800,drive,0,0.15,4,1,0.04,50.0,50.0,0.05,,,,,,,
1304,South Rural Road,533371299,840,838,1,"LINESTRING (-111.9262331 33.4228357, -111.9262287 33.4233394)",1,56.01,primary,3,56,3,5400,drive,0,0.15,4,1,0.03,35.0,35.0,0.06,,,,,,,
1305,,264834604,840,839,1,"LINESTRING (-111.9262331 33.4228357, -111.9261445 33.4231942, -111.926124 33.4232382, -111.9261057 33.4232574, -111.9260663 33.4232876, -111.926004 33.4233129, -111.9258887 33.4233401)",1,71.19,primary,3,80,1,1800,drive,0,0.15,4,1,0.04,50.0,50.0,0.05,,,,,,,
1306,South Rural Road,264835482,841,842,1,"LINESTRING (-111.9265838 33.3826965, -111.9265522 33.3828073, -111.9265282 33.3829084, -111.9265052 33.3830056, -111.9264761 33.3831797, -111.9264691 33.383256)",1,63.2,secondary,4,64,3,4800,drive,0,0.15,4,1,0.04,40.0,40.0,0.06,,,,,,,
1307,South Rural Road,436907136,842,2903,1,"LINESTRING (-111.9264691 33.383256, -111.9264385 33.3835781, -111.926433 33.3836579)",1,44.82,secondary,4,64,4,6400,drive,0,0.15,4,1,0.03,40.0,40.0,0.04,,,,,,,
1308,South Rural Road,264835483,843,844,1,"LINESTRING (-111.9266933 33.3828649, -111.9266979 33.3828439, -111.9267332 33.3827388, -111.9268044 33.382527, -111.9268765 33.382367)",1,57.98,secondary,4,64,4,6400,drive,0,0.15,4,1,0.04,40.0,40.0,0.05,,,,,,,
1309,South Rural Road,264835483,844,845,1,"LINESTRING (-111.9268765 33.382367, -111.9269202 33.3822785)",1,10.64,secondary,4,64,4,6400,drive,0,0.15,4,1,0.01,40.0,40.0,0.01,,,,,,,
1310,South Rural Road,531979839,845,2395,1,"LINESTRING (-111.9269202 33.3822785, -111.9269411 33.3822401, -111.9270303 33.3820783, -111.9271015 33.3819754, -111.9271578 33.3818959, -111.9271825 33.3818599, -111.9274558 33.381475)",1,102.35,secondary,4,64,3,4800,drive,0,0.15,4,1,0.06,40.0,40.0,0.1,,,,,,,
1311,South Lakeshore Drive,1070406432,845,2397,1,"LINESTRING (-111.9269202 33.3822785, -111.9267761 33.3822234)",1,14.72,tertiary,5,56,1,1200,drive,0,0.15,4,1,0.01,35.0,35.0,0.02,,,,,,,
1312,South Rural Road,264835484,846,847,1,"LINESTRING (-111.9265897 33.3853054, -111.926596 33.3850249)",1,31.2,primary,3,64,4,7200,drive,0,0.15,4,1,0.02,40.0,40.0,0.03,,,,,,,
1313,,,847,11,,"LINESTRING (-111.926596 33.3850249, -111.93554156226384 33.38198489716801)",1,898.05,,0,90,1,99999,drive,0,0.15,4,1,0.56,55.0,55.0,0.6,,,,,0,connector,1
1314,,1216194100,847,643,1,"LINESTRING (-111.926596 33.3850249, -111.92638 33.3850384)",1,20.11,motorway,1,120,2,4600,drive,0,0.15,4,1,0.01,75.0,75.0,0.01,,,,,,,
1315,South Rural Road,436907139,847,1738,1,"LINESTRING (-111.926596 33.3850249, -111.926597 33.3849273, -111.9266031 33.3843949, -111.9266056 33.3842279, -111.9266072 33.384088)",1,104.18,secondary,4,64,3,4800,drive,0,0.15,4,1,0.06,40.0,40.0,0.1,,,,,,,
1316,South Rural Road,264835485,848,849,1,"LINESTRING (-111.9264421 33.387092, -111.9265343 33.3868706, -111.9265508 33.3868309)",1,30.74,primary,3,64,3,5400,drive,0,0.15,4,1,0.02,40.0,40.0,0.03,,,,,,,
1317,South Rural Road,512804893,848,2251,1,"LINESTRING (-111.9264421 33.387092, -111.9264422 33.3872497, -111.9264423 33.3873611, -111.9264356 33.3877519)",1,73.38,primary,3,64,3,5400,drive,0,0.15,4,1,0.05,40.0,40.0,0.07,,,,,,,
1318,South Rural Road,976199112,849,1740,1,"LINESTRING (-111.9265508 33.3868309, -111.9265555 33.3866882)",1,15.87,primary,3,64,4,7200,drive,0,0.15,4,1,0.01,40.0,40.0,0.01,,,,,,,
1319,South Rural Road,264835486,850,851,1,"LINESTRING (-111.9264107 33.3893725, -111.9264035 33.3897889, -111.9264027 33.3898361, -111.9263974 33.3901648, -111.9263898 33.3905797, -111.9263894 33.3906983, -111.9263851 33.3910986, -111.9263808 33.3912364, -111.926355 33.3918607, -111.9263479 33.3920251, -111.926344 33.3922299)",1,317.81,primary,3,64,3,5400,drive,0,0.15,4,1,0.2,40.0,40.0,0.3,,,,,,,
1320,South Rural Road,512806902,850,2252,1,"LINESTRING (-111.9264107 33.3893725, -111.9264158 33.3889921)",1,42.3,primary,3,64,3,5400,drive,0,0.15,4,1,0.03,40.0,40.0,0.04,,,,,,,
1321,South Rural Road,264835486,851,850,1,"LINESTRING (-111.926344 33.3922299, -111.9263479 33.3920251, -111.926355 33.3918607, -111.9263808 33.3912364, -111.9263851 33.3910986, -111.9263894 33.3906983, -111.9263898 33.3905797, -111.9263974 33.3901648, -111.9264027 33.3898361, -111.9264035 33.3897889, -111.9264107 33.3893725)",1,317.81,primary,3,64,3,5400,drive,0,0.15,4,1,0.2,40.0,40.0,0.3,,,,,,,
1322,South Rural Road,436907147,851,1725,1,"LINESTRING (-111.926344 33.3922299, -111.9263313 33.3927702, -111.926331 33.3929476)",1,79.82,primary,3,64,5,9000,drive,0,0.15,4,1,0.05,40.0,40.0,0.07,,,,,,,
1323,East Curry Road,265802272,852,853,1,"LINESTRING (-111.9248092 33.4404595, -111.9252681 33.4403972, -111.9255922 33.4403653, -111.9257681 33.4403609)",1,89.75,primary,3,80,2,3600,drive,0,0.15,4,1,0.06,50.0,50.0,0.07,,,,,,,
1324,,265802276,852,859,1,"LINESTRING (-111.9248092 33.4404595, -111.9252602 33.4404819, -111.9255694 33.4404878, -111.9257542 33.4404914, -111.9261426 33.440491, -111.9261708 33.4405021, -111.9261981 33.4405285, -111.9262176 33.440565, -111.9262542 33.4406379)",1,143.81,primary,3,80,1,1800,drive,0,0.15,4,1,0.09,50.0,50.0,0.11,,,,,,,
1325,East Curry Road,877884525,853,2901,1,"LINESTRING (-111.9257681 33.4403609, -111.92614 33.4403516, -111.9262475 33.4403501)",1,44.5,primary,3,80,4,7200,drive,0,0.15,4,1,0.03,50.0,50.0,0.03,,,,,,,
1326,East Curry Road,265802273,855,856,1,"LINESTRING (-111.9152058 33.4404265, -111.9158182 33.4404261)",1,56.82,primary,3,80,2,3600,drive,0,0.15,4,1,0.04,50.0,50.0,0.04,,,,,,,
1327,East Curry Road,436944781,856,2112,1,"LINESTRING (-111.9158182 33.4404261, -111.9159429 33.4404258, -111.917272 33.4404231, -111.9172834 33.4404231, -111.9173528 33.440423, -111.9175273 33.4404284)",1,158.59,primary,3,80,2,3600,drive,0,0.15,4,1,0.1,50.0,50.0,0.12,,,,,,,
1328,East Curry Road,529962416,857,611,1,"LINESTRING (-111.9130535 33.4403844, -111.913194 33.4403829, -111.9137454 33.4403772)",1,64.2,primary,3,80,2,3600,drive,0,0.15,4,1,0.04,50.0,50.0,0.05,,,,,,,
1329,East Curry Road,265802275,857,858,1,"LINESTRING (-111.9130535 33.4403844, -111.9130228 33.4403847, -111.9128084 33.4403869, -111.9127734 33.4403873, -111.9125945 33.4403891, -111.9116571 33.4403926, -111.9116118 33.4403927, -111.9110845 33.4403936, -111.9109763 33.4403938, -111.910545 33.4403945)",1,232.76,primary,3,80,2,3600,drive,0,0.15,4,1,0.14,50.0,50.0,0.17,,,,,,,
1330,East Curry Road,265802275,858,857,1,"LINESTRING (-111.910545 33.4403945, -111.9109763 33.4403938, -111.9110845 33.4403936, -111.9116118 33.4403927, -111.9116571 33.4403926, -111.9125945 33.4403891, -111.9127734 33.4403873, -111.9128084 33.4403869, -111.9130228 33.4403847, -111.9130535 33.4403844)",1,232.76,primary,3,80,2,3600,drive,0,0.15,4,1,0.14,50.0,50.0,0.17,,,,,,,
1331,East Curry Road,436944777,858,2110,1,"LINESTRING (-111.910545 33.4403945, -111.9104684 33.4403946, -111.9102679 33.440395, -111.9101145 33.4403952, -111.9097561 33.4403958, -111.909568 33.4403961)",1,90.65,primary,3,80,3,5400,drive,0,0.15,4,1,0.06,50.0,50.0,0.07,,,,,,,
1332,North Scottsdale Road,1014550032,859,2120,1,"LINESTRING (-111.9262542 33.4406379, -111.9262577 33.4407413, -111.9262621 33.4408606, -111.9262731 33.441173)",1,59.53,primary,3,80,3,5400,drive,0,0.15,4,1,0.04,50.0,50.0,0.04,,,,,,,
1333,East Rio Salado Parkway,605752410,860,2626,1,"LINESTRING (-111.8924139 33.4294286, -111.8925459 33.4294255, -111.8926776 33.4294234, -111.892803 33.4294217, -111.8929342 33.4294205, -111.8929495 33.4294205, -111.8930713 33.4294203)",1,61.02,secondary,4,60,2,3200,drive,0,0.15,4,1,0.04,35.0,35.0,0.06,,,,,,,
1334,South Smith Road,265805471,861,862,1,"LINESTRING (-111.9004548 33.4287218, -111.9004546 33.4283616, -111.9004545 33.4281859, -111.9004542 33.4279036, -111.9004541 33.4277721, -111.9004539 33.4274218, -111.9004671 33.4273915)",1,148.14,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.09,25.0,25.0,0.22,,,,,,,
1335,South Smith Road,1027403037,861,2781,1,"LINESTRING (-111.9004548 33.4287218, -111.9004556 33.4291314)",1,45.55,tertiary,5,40,2,2400,drive,0,0.15,4,1,0.03,25.0,25.0,0.07,,,,,,,
1336,South Smith Road,265805471,862,861,1,"LINESTRING (-111.9004671 33.4273915, -111.9004539 33.4274218, -111.9004541 33.4277721, -111.9004542 33.4279036, -111.9004545 33.4281859, -111.9004546 33.4283616, -111.9004548 33.4287218)",1,148.14,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.09,25.0,25.0,0.22,,,,,,,
1337,South Smith Road,550543840,862,2649,1,"LINESTRING (-111.9004671 33.4273915, -111.9004682 33.4268401, -111.9004688 33.4266937, -111.900469 33.4264295, -111.9004691 33.426376, -111.9004693 33.4262822, -111.9004696 33.426164, -111.9004705 33.4257042)",1,187.62,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.12,25.0,25.0,0.28,,,,,,,
1338,West Rio Salado Parkway,265805473,863,864,1,"LINESTRING (-111.941344 33.4294485, -111.9412177 33.4294583, -111.9407394 33.4295052, -111.9406832 33.4295107)",1,61.71,secondary,4,56,2,3200,drive,0,0.15,4,1,0.04,35.0,35.0,0.07,,,,,,,
1339,West Rio Salado Parkway,436796418,864,2922,1,"LINESTRING (-111.9406832 33.4295107, -111.9402092 33.429556, -111.940087 33.4295692)",1,55.71,secondary,4,56,3,4800,drive,0,0.15,4,1,0.03,35.0,35.0,0.06,,,,,,,
1340,West Rio Salado Parkway,265805473,865,863,1,"LINESTRING (-111.9425045 33.4292813, -111.9424682 33.4293091, -111.9424446 33.4293229, -111.9423828 33.4293571, -111.942305 33.4293838, -111.9422323 33.4293997, -111.9421561 33.4294096, -111.942029 33.4294112, -111.9418547 33.4294135, -111.9417009 33.4294155, -111.9414991 33.4294319, -111.941344 33.4294485)",1,111.64,secondary,4,56,2,3200,drive,0,0.15,4,1,0.07,35.0,35.0,0.12,,,,,,,
1341,,1081993863,865,866,1,"LINESTRING (-111.9425045 33.4292813, -111.9425102 33.4293461, -111.9425364 33.429401, -111.9425654 33.4294318, -111.942603 33.4294553)",1,22.51,secondary,4,60,1,1600,drive,0,0.15,4,1,0.01,35.0,35.0,0.02,,,,,,,
1342,,1290247260,866,1255,1,"LINESTRING (-111.942603 33.4294553, -111.9426335 33.4294665)",1,3.09,secondary,4,60,1,1600,drive,0,0.15,4,1,0.0,35.0,35.0,0.0,,,,,,,
1343,,265805486,867,863,1,"LINESTRING (-111.9409154 33.429599, -111.9409616 33.4295636, -111.9410033 33.4295322, -111.9412737 33.429505, -111.9413021 33.4294995, -111.9413273 33.4294836, -111.941344 33.4294485)",1,46.14,secondary,4,60,1,1600,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1344,West Rio Salado Parkway,436796419,867,1465,1,"LINESTRING (-111.9409154 33.429599, -111.9412764 33.4295614, -111.9415022 33.4295422, -111.9415599 33.4295386)",1,60.19,secondary,4,56,2,3200,drive,0,0.15,4,1,0.04,35.0,35.0,0.06,,,,,,,
1345,,472037661,868,249,1,"LINESTRING (-111.9350939 33.4303441, -111.9350783 33.4302775, -111.9350838 33.4302479, -111.935082 33.4302197, -111.9350738 33.4301934, -111.9349285 33.4300573)",1,37.31,secondary,4,60,1,1600,drive,0,0.15,4,1,0.02,35.0,35.0,0.04,,,,,,,
1346,East Rio Salado Parkway,436796182,868,1458,1,"LINESTRING (-111.9350939 33.4303441, -111.9351938 33.4303975, -111.9354723 33.430515, -111.935729 33.4305995)",1,65.58,secondary,4,56,2,3200,drive,0,0.15,4,1,0.04,35.0,35.0,0.07,,,,,,,
1347,East University Drive,909817906,869,2423,1,"LINESTRING (-111.9366624 33.4219915, -111.936754 33.4219909, -111.9380634 33.4219877, -111.9381496 33.4219875)",1,138.02,secondary,4,56,2,3200,drive,0,0.15,4,1,0.09,35.0,35.0,0.15,,,,,,,
1348,North College Avenue,287420585,870,871,1,"LINESTRING (-111.9351949 33.4516781, -111.9351885 33.4519179, -111.9351882 33.4519265, -111.9351881 33.4519329, -111.9351844 33.4520687, -111.9351682 33.4526749, -111.9351615 33.452926, -111.935152 33.4532801, -111.9351429 33.45362, -111.9351334 33.4539734, -111.9351329 33.4539933, -111.9351235 33.4543431, -111.9351133 33.454726, -111.9351033 33.4550993, -111.9350937 33.4554568, -111.9350841 33.4558153, -111.9350744 33.4561777, -111.9350647 33.4565396, -111.9350551 33.4568979, -111.9350453 33.4572614, -111.9350447 33.4572835, -111.9350446 33.457289, -111.9350372 33.4575668, -111.935036 33.4576099, -111.9350271 33.4579409, -111.9350266 33.4579604)",1,698.73,tertiary,5,56,1,1200,drive,0,0.15,4,1,0.43,35.0,35.0,0.75,,,,,,,
1349,North College Avenue,537754672,870,2615,1,"LINESTRING (-111.9351949 33.4516781, -111.9351992 33.4515191)",1,17.68,tertiary,5,56,1,1200,drive,0,0.15,4,1,0.01,35.0,35.0,0.02,,,,,,,
1350,North College Avenue,287420585,871,870,1,"LINESTRING (-111.9350266 33.4579604, -111.9350271 33.4579409, -111.935036 33.4576099, -111.9350372 33.4575668, -111.9350446 33.457289, -111.9350447 33.4572835, -111.9350453 33.4572614, -111.9350551 33.4568979, -111.9350647 33.4565396, -111.9350744 33.4561777, -111.9350841 33.4558153, -111.9350937 33.4554568, -111.9351033 33.4550993, -111.9351133 33.454726, -111.9351235 33.4543431, -111.9351329 33.4539933, -111.9351334 33.4539734, -111.9351429 33.45362, -111.935152 33.4532801, -111.9351615 33.452926, -111.9351682 33.4526749, -111.9351844 33.4520687, -111.9351881 33.4519329, -111.9351882 33.4519265, -111.9351885 33.4519179, -111.9351949 33.4516781)",1,698.73,tertiary,5,56,1,1200,drive,0,0.15,4,1,0.43,35.0,35.0,0.75,,,,,,,
1351,North College Avenue,537754671,871,2611,1,"LINESTRING (-111.9350266 33.4579604, -111.9350251 33.4580186, -111.9350235 33.4580772, -111.9350182 33.4582769, -111.9350152 33.4583579)",1,44.21,tertiary,5,56,2,2400,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1352,North College Avenue,288006960,872,879,1,"LINESTRING (-111.9307902 33.4398047, -111.9307772 33.4397606, -111.9307686 33.4397382, -111.9307206 33.4396118, -111.9306922 33.4395563, -111.9306374 33.4394685, -111.9305685 33.4393762, -111.9304811 33.4392754)",1,66.05,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.04,25.0,25.0,0.1,,,,,,,
1353,North College Avenue,287420586,872,2865,1,"LINESTRING (-111.9307902 33.4398047, -111.9307632 33.4399111, -111.9307842 33.4400851, -111.930785 33.4402254)",1,47.14,tertiary,5,40,3,3600,drive,0,0.15,4,1,0.03,25.0,25.0,0.07,,,,,,,
1354,North College Avenue,287420587,873,874,1,"LINESTRING (-111.9352615 33.450402, -111.9352418 33.4494415, -111.9352238 33.4486429, -111.9352101 33.4478428, -111.9352018 33.4473793, -111.9351895 33.4471138, -111.9351742 33.4468882, -111.9351241 33.4467072, -111.9350446 33.4465247, -111.9349307 33.4463395, -111.9347854 33.4461627, -111.934592 33.4460128, -111.9341588 33.4457226, -111.9340816 33.4456688, -111.9336096 33.4453847)",1,619.42,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.38,25.0,25.0,0.93,,,,,,,
1355,North College Avenue,537754680,874,2429,1,"LINESTRING (-111.9336096 33.4453847, -111.9335187 33.4453193, -111.9334041 33.4452317, -111.9333114 33.4451456)",1,38.43,tertiary,5,40,2,2400,drive,0,0.15,4,1,0.02,25.0,25.0,0.06,,,,,,,
1356,East Continental Drive,288006955,875,876,1,"LINESTRING (-111.9301945 33.4584197, -111.9298869 33.458426, -111.9297156 33.4584313, -111.9295593 33.4584331, -111.9287629 33.4584442, -111.9284227 33.4584492, -111.928269 33.4584514, -111.9275466 33.4584511, -111.92748 33.4584511, -111.9271599 33.4584601, -111.9271016 33.4584617)",1,286.98,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.18,25.0,25.0,0.43,,,,,,,
1357,East Continental Drive,537748587,875,2605,1,"LINESTRING (-111.9301945 33.4584197, -111.9303672 33.4584183)",1,16.02,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.01,25.0,25.0,0.02,,,,,,,
1358,East Continental Drive,288006955,876,875,1,"LINESTRING (-111.9271016 33.4584617, -111.9271599 33.4584601, -111.92748 33.4584511, -111.9275466 33.4584511, -111.928269 33.4584514, -111.9284227 33.4584492, -111.9287629 33.4584442, -111.9295593 33.4584331, -111.9297156 33.4584313, -111.9298869 33.458426, -111.9301945 33.4584197)",1,286.98,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.18,25.0,25.0,0.43,,,,,,,
1359,East Continental Drive,537748585,876,2604,1,"LINESTRING (-111.9271016 33.4584617, -111.927005 33.4584644, -111.9269598 33.4584656, -111.9269039 33.4584672)",1,18.35,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.01,25.0,25.0,0.03,,,,,,,
1360,East Playa Del Norte Drive,537716470,877,253,1,"LINESTRING (-111.9212437 33.4355356, -111.9208558 33.4355357)",1,35.99,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.02,25.0,25.0,0.05,,,,,,,
1361,East Playa Del Norte Drive,288006958,877,878,1,"LINESTRING (-111.9212437 33.4355356, -111.9217227 33.4355354, -111.9228707 33.4355297, -111.923972 33.4354122, -111.9243669 33.4353685, -111.9245408 33.4353284, -111.9246347 33.4352883, -111.9247213 33.435233, -111.9247658 33.4352003, -111.92483 33.4351368, -111.9248686 33.4350899, -111.9249151 33.4350119, -111.9249373 33.4349582, -111.9249482 33.4349013, -111.9249549 33.43477, -111.9249545 33.4347229, -111.9249529 33.4345478)",1,410.41,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.26,25.0,25.0,0.62,,,,,,,
1362,East Playa Del Norte Drive,288087930,878,429,1,"LINESTRING (-111.9249529 33.4345478, -111.9249853 33.4344766, -111.9249937 33.4343179, -111.9250168 33.4342529, -111.9250662 33.4341782)",1,43.16,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.03,25.0,25.0,0.06,,,,,,,
1363,East Playa Del Norte Drive,288006958,878,877,1,"LINESTRING (-111.9249529 33.4345478, -111.9249545 33.4347229, -111.9249549 33.43477, -111.9249482 33.4349013, -111.9249373 33.4349582, -111.9249151 33.4350119, -111.9248686 33.4350899, -111.92483 33.4351368, -111.9247658 33.4352003, -111.9247213 33.435233, -111.9246347 33.4352883, -111.9245408 33.4353284, -111.9243669 33.4353685, -111.923972 33.4354122, -111.9228707 33.4355297, -111.9217227 33.4355354, -111.9212437 33.4355356)",1,410.41,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.26,25.0,25.0,0.62,,,,,,,
1364,North College Avenue,288006959,879,594,1,"LINESTRING (-111.9304811 33.4392754, -111.9304372 33.4392269, -111.9303844 33.4391785, -111.930306 33.4391088, -111.9302185 33.4390388)",1,35.91,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.02,25.0,25.0,0.05,,,,,,,
1365,North College Avenue,288006960,879,872,1,"LINESTRING (-111.9304811 33.4392754, -111.9305685 33.4393762, -111.9306374 33.4394685, -111.9306922 33.4395563, -111.9307206 33.4396118, -111.9307686 33.4397382, -111.9307772 33.4397606, -111.9307902 33.4398047)",1,66.05,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.04,25.0,25.0,0.1,,,,,,,
1366,North Miller Road,288006961,880,169,1,"LINESTRING (-111.9179575 33.4413703, -111.91796 33.4417754, -111.9179628 33.4422413, -111.917962 33.442391, -111.917957 33.4429107, -111.9179533 33.4433026, -111.9179556 33.4435645, -111.9179532 33.4439366, -111.9179527 33.4440219)",1,294.85,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.18,25.0,25.0,0.44,,,,,,,
1367,North Miller Road,537716465,880,881,1,"LINESTRING (-111.9179575 33.4413703, -111.9179583 33.4412103, -111.9179605 33.4410009, -111.9179606 33.4408383)",1,59.16,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.04,25.0,25.0,0.09,,,,,,,
1368,North Miller Road,537716465,881,880,1,"LINESTRING (-111.9179606 33.4408383, -111.9179605 33.4410009, -111.9179583 33.4412103, -111.9179575 33.4413703)",1,59.16,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.04,25.0,25.0,0.09,,,,,,,
1369,North Miller Road,288006963,881,2915,1,"LINESTRING (-111.9179606 33.4408383, -111.9179568 33.440518, -111.917955 33.4404412)",1,44.16,tertiary,5,40,2,2400,drive,0,0.15,4,1,0.03,25.0,25.0,0.07,,,,,,,
1370,South Rural Road,436907134,882,2898,1,"LINESTRING (-111.9263566 33.3859096, -111.926358 33.3861649)",1,28.39,primary,3,64,5,9000,drive,0,0.15,4,1,0.02,40.0,40.0,0.03,,,,,,,
1371,North 56th Street,305079719,884,885,1,"LINESTRING (-111.9610518 33.4459359, -111.9610545 33.4461499, -111.9610538 33.4465193, -111.9610521 33.4465728, -111.9610496 33.446898, -111.9610384 33.4484017, -111.9610286 33.4489637, -111.9610288 33.4494426, -111.9610246 33.4500484, -111.9610237 33.4501025, -111.9610217 33.4502001)",1,474.17,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.29,25.0,25.0,0.71,,,,,,,
1372,North 56th Street,537703117,884,2589,1,"LINESTRING (-111.9610518 33.4459359, -111.9610547 33.4457515)",1,20.51,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.01,25.0,25.0,0.03,,,,,,,
1373,,,885,38,,"LINESTRING (-111.9610217 33.4502001, -111.94240830800949 33.442680959325)",1,1921.12,,0,90,1,99999,drive,0,0.15,4,1,1.19,55.0,55.0,1.28,,,,,0,connector,1
1374,North 56th Street,305079719,885,884,1,"LINESTRING (-111.9610217 33.4502001, -111.9610237 33.4501025, -111.9610246 33.4500484, -111.9610288 33.4494426, -111.9610286 33.4489637, -111.9610384 33.4484017, -111.9610496 33.446898, -111.9610521 33.4465728, -111.9610538 33.4465193, -111.9610545 33.4461499, -111.9610518 33.4459359)",1,474.17,tertiary,5,40,1,1200,drive,0,0.15,4,1,0.29,25.0,25.0,0.71,,,,,,,
1375,North Mill Avenue,540970800,887,416,1,"LINESTRING (-111.9427184 33.4355883, -111.9426644 33.4354631, -111.9425406 33.4351529)",1,51.15,primary,3,56,2,3600,drive,0,0.15,4,1,0.03,35.0,35.0,0.05,,,,,,,
1376,North Mill Avenue,540976292,888,991,1,"LINESTRING (-111.9435186 33.4383082, -111.9436098 33.4385231, -111.9436963 33.4386936, -111.9437207 33.4387405, -111.943828 33.4389129, -111.9439111 33.4390606, -111.9440139 33.4392179, -111.9441498 33.4394254, -111.9442786 33.4395978, -111.9444288 33.4397791, -111.9446388 33.4400296, -111.9449719 33.4404232)",1,272.26,primary,3,72,2,3600,drive,0,0.15,4,1,0.17,45.0,45.0,0.23,,,,,,,
1377,West Center Parkway,305487632,889,890,1,"LINESTRING (-111.9517937 33.4442028, -111.9518771 33.4442181, -111.9519615 33.4442312, -111.9523013 33.4442938, -111.9523966 33.4443094, -111.9524968 33.444324)",1,66.62,tertiary,5,72,1,1200,drive,0,0.15,4,1,0.04,45.0,45.0,0.06,,,,,,,
1378,West Center Parkway,537704531,890,2592,1,"LINESTRING (-111.9524968 33.444324, -111.9526263 33.4443412, -111.9529891 33.4443924)",1,46.31,tertiary,5,72,4,4800,drive,0,0.15,4,1,0.03,45.0,45.0,0.04,,,,,,,
